timestamp,speaker,words,tags
,"And, so, my girlfriend and I decided that she was gonna run for office. I became her campaign manager. Uh, people thought, you know, I was crazy and they came after me because, you know, I went in as a counselor and I’m going, “Okay, so, we don’t even have a counseling center in Calexico High School?” I mean, this is— I think I went back in, was it..okay. I went back in ’70 and then I went back in ’75. The second time, the second time that I went back, yeah, the second time…was it the second time? Yeah, the second time I went back I, that’s when one of my girlfriends ran and she stayed on the school board for about fifteen years and she became, uh, president of the board and if she wouldn’t have gotten elected I wouldn't have gotten fired. Because by that time I had been at the high school about a year and here I thought, “Oh, I’m in the movement here, trying to do a lot of things;” uh, calling teachers about what was going on and so forth. ",,
,SL," And, so, when she got elected, I mean, they didn’t even have a counseling center. They didn’t even have a counseling center.  I mean, this is 95% the kids are chicano, hardly anybody’s going to college, I mean, this is 1975, you know? Nothing had really changed here. So I got into the politics of things and, of course, I could not end up— I didn’t stay. I didn’t stay in Calexico because I didn’t fit in anymore. You know, I, again, I wasn’t going to get married, have children, and there’s nothing wrong with that, but I wasn’t ready, you know? The first time that I left from Sacramento, I think it was ’70 or ’71, I can’t— more or less, I went to Calexico, I got picked up by San Diego State and coming back here ’71, I think, yeah. And that’s when I started teaching the classes here at San Diego State. And I was telling you about the chingaso started coming when a lot of us started embracing, uh, the class struggle, you know, started talking about sexism, started talking about racism, started talking— I mean, we had been talking about racism all along because of the Nationalist Movement, but we began to educate ourselves a lot politically and start, you know, studying Marxism and start to talk about the contradictions. Like, especially with the women, you know, in the organizations and the whole sexual exploitation that was going on and people started getting really nervous, very threatened. Uh, the people in the community started getting upset, and rightfully so because we had a lot of my colleagues became very dogmatic, very, very dogmatic. And what started happening was you had some of these people that became very dogmatic bring in some people that were very dogmatic from LA, very dogmatic from San Francisco. And, so, what would happen was that we would have meetings, okay, because we would have these huge meetings, people would pack ‘em, you know, so that whatever they wanted, the arguments would go this way or that way and that’s when we started having, like, a split, a split in San Diego. ",
,SL," And what ended up happening was, uh, supposedly some people representing the community came to the college president and said, “These people don’t represent the community here at San Diego State University,” and, so— because we were getting very powerful to begin with. We were not satisfied with what we would get. For instance, if MEChA got $20,000 that year, next year we wanted $30,000, you know, to do more things. Uh, we wanted more classes, and, of course, yeah, we were doing some things that were not acceptable to the college and we knew it; we knew that we shouldn't be doing that, but we were doing it anyway because we were gonna do things on our terms because that’s what was gonna work with us. And one of the things was, like me, or a lot of the younger people in the department, we would give ten percent of our salary to a, to a kitty, so to speak, to be used for whatever it could be used, whether it was— we had a kitchen for students, you know, chicanos that couldn't afford to buy meals or whatever, so if you would go and work there an hour or two, you could eat there, okay? Or to start a childcare program for the women that they were coming to school but they couldn't afford childcare, so other women would be taking— you know, but we would get our own money. And, of course, you weren’t supposed to be doing things like that. ",
,SL," And then, uh, like in the classes, you know, it was supposed to be about academics. And when they found out that sometimes we would allow students not to come to class because they were doing work in the community and as long as they had their project, as long as they were doing what they were supposed to be doing, it was okay with me, and I was being called, “Hey, you know, you’re not being a strict professor in terms of how the university—.” So, we were doing a lot of untraditional things and, of course, we were confronting a lot of the class issues and, so, we were moving away from the nationalism. And what happened was there was a split. There was a split at San Diego State"," the nationalist camp and the Marxist, Leninist camp. And the Marxist Leninist camp, they were forced to leave. They were forced to leave. Uh, I, I felt I was fortunate in that I was given a choice that, you know, I could stay or that I could leave. I felt that I needed to leave because, you know, if people were gonna go down, I was gonna go down with them. I, I had been working a lot in the community that people would go, “Hey, you know what? If you want to stay, it’s okay. You’re not so much to the left. You’re not so much,” you know, “You’re not such a dogmatist,” or whatever. As a matter of fact, Rita took my job. Or, not took my job— I left my job, or, you know, because of the split what happened— the classes that I was— she picked up the classes that I was teaching. I knew who she was and she knew who I was but, you know, at that point a lot of us we kind of went our own ways. And, I never really— you know, I would see her and I would talk to her but we never really sat down and talked until we would run into, into different occasions, right? “Hello,” or whatever, but there was never a discussion about, “Hey, what happened here?” Right? "
,Rita, Right. ,
,MC,"  So, then you picked up the chicana class. ",
,Rita," Yes, because of Seros [ T7 2","44]. He said, “You don’t have to teach that. You could teach— you’re an English teacher. You can teach whatever you want.” And I said, “No, I wanna do what the chicanas were doing before. I’m not gonna go against what they started and what they’re doing. So, I want to teach the chicana class, because I’m here because the students need a teacher, and somebody has to teach the students that are here. So, if I don’t come and stay and teach the students, they won't have a teacher.” So, because one of the women from, from las chicanas group came and said, you know, “You can't— you shouldn’t be here. You should leave.” And I— and, uh, and I said, “If I leave who’s gonna teach the students? And, so, I’m here to teach the students. That’s what— you have— that’s the problem that you had here and I’m listening to what you have to say but I’m only here for one reason and I came all the way all from Northern California with my two children to teach the students that are here.” "
,SL,"  Yeah, there was a lot of, um, there was a lot of turmoil. A lot of, you know, San Diego State University definitely wanted us out because we became very strong. You know, we kept getting more classes, uh, our enrollment kept going up, uh, if we would call a demonstration, anything [snaps] I mean, we would have hundreds of people over there and the administration had to bend; whether it was a class or we needed a building or we needed money. Because at this time, remember the Vietnam War was at it’s peak, the Civil Rights Movement was at it’s peak, um, you had the white left, you know, organizing all over San Diego, I mean, their movement was at it’s peak, the Women’s Movement was organizing. They had just established the Women’s Program at San Diego State, and we were able to form coalitions with all these groups. So, as a group we were— we became a very strong force, and when we kept moving more and more to the left, especially with, you know, what I felt with some of the nationalists that they resented the fact that if you called them on, you know, like their sexism that, hey, you know if we had a party and people got really out of hand that it was okay, but it wasn’t okay. You know, that the men be respectful of women, that it wasn’t okay that they’d not respect women. We were trying to build a different culture, not just, uh, yeah, it was good to be Raza but, you know what? We need to move forward. Let’s deal with the sexism, let’s deal with the classism, let’s deal with all these issues that really are the issues that divide us. Yes, the racism has heard us and we do need to build our culture, you know, we do need to be proud of who— but all these contradictions started coming together. ",
,SL,"  Anyway, I ended up in what I call, you know, “the group that left.” And I ended up leaving out of my own choice. I felt that I couldn't work with some of the people that had purged the department, so to speak, and I ended up teaching at Fullerton State. I got recruited to go teach at Fullerton State teaching the chicana class. Uh, when I was at State I was also, uh, I also taught at San Diego City College as— uh, community organizing classes. Um, during the summers, you know, that’s some of the things— I was fortunate that, you know, I wasn’t married and that I didn’t have children, so I was able, I was able. You know, I was everywhere. If there was a meeting in San Francisco, I’d go to San Francisco. If there was a meeting in LA, um, you know, I saw Ana Nieto on a regular basis because we belonged to CHE or we belonged to the statewide MEChA, so I connected with a lot of— I remember— I don’t know how I met— you keep, uh, talking about— is it Lupe Anguiano? ",
,MC,  Mmhmm. ,
,SL,"  You know, I know that I met her and, you know, I don’t know where, I don’t know, but I haven’t had a chance to look at my archives and look at my pictures and look at all the things that I have. I also remember being involved— I got involved in Raza Unida in San José, uh, being part of a coalition. Uh, I did a lot of things. I went to Mexico City for the women’s conference. Uh, I was part of the group that organized, uh, to call for amnesty because at that time that’s what it was all about. And amnesty came, you know, like ten years later. And the group that really pushed that was the group from LA, you know? I’m trying to remember some of the names. I can’t remember but I know I had pictures. I have a bunch of slides from the, uh, I remember that we had a big battle with the black women from Chicago, as a matter of fact, or from the US because they were strong and they were powerful, but this was an international conference and it was, like, all issues and as chicanas, you know, we got, we forced ourselves. But, uh, that was a hard process to do. ",
,MC,"  How did you come to go to Mexico City? Do you remember? Can you recall that time? That was in 1975, wasn’t it? ",
,SL,"  1975. Well, I got to go because I think I was just one of the political players in San Diego, you know, one of the chicana players, so to speak. There was a lot of us, uh, and even though I had left San Diego State, I wasn’t officially teaching, I was still doing a lot of things, you know, in the community that, uh, there was a busload of us that, that went. Uh, I remember Yolanda López was— uh, I used to kind of associate with her a lot because at one point when I was teaching at, uh, State, I wanted to put an anthology together that I never put. Uh, I’m not gonna mention any names but, um, some of the material that I had, you know, gotten, I had shared with people, and it got used without permission.  And, so I was the one who ended up getting burned because people go, “Hey you know what? You’re using my material.” And, because I, you know, and, and and I let things go. And some of those materials I haven’t been able to find some of the women and I’ve kept it. Uh, I have some drawings, for instance, from Yolanda López that she did of Los Siete in San Francisco, you know, little drawings or whatever that she had given to me because I was gonna put them in this anthology, but I ended up leaving San Diego and I didn’t. ",
,SL,"  Uh, I used to do writings, like, for newspapers, I used to do panels on TV, you know, anything you wanted me to do that had to do with the movement, I would do it. Especially when it came to the whole thing with the women issue. So, I was always in the landscape, so to speak. Um, right now I, I retired and after I retired— you know, people go and take a vacation. You know what I did was I, I ended up going back to taking— I had previously gone to law school, I went to law school, but I took the bar but I never passed the bar. So, I ended up going into the career counseling and after I finished I go, “Okay, I’m gonna do the immigration thing because that’s one of the things that I feel very passionate about.” So as soon as I retired I asked a friend of mine that teaches at one of the law schools that’s an immigration specialist if I could take her class and she goes, “Yeah!” She even gave me her books, and, you know, which was great. So, when I took the immigration class in law school in the eighties, the immigration code was like this [pinches fingers together], okay? When I went back in ’09, the immigration code was like this [spreads index finger and thumb far apart], okay? It was like this. It was like trying to figure out the tax code. ",
,SL,"  So, my, my, my passion now is the whole issue with immigration because I think that’s the priority for our community. So, I went back and I, and I took that class with the idea in mind that that’s where I want to do volunteer work or whatever. I was gonna start doing volunteer with the abused women, you know, they have a, if you’ve been— as a woman if you’ve been abused and you’re undocumented or if you’ve been a victim of a crime, you know, that’s a pathway to legal residency. So, anyway I— that was my first priority, to get— and, so, that’s what I devoted myself to in the last couple of years and that’s how I ended up going to Chicago, being in the, in the immigration, you know, network. And I still feel very, you know, very strong about it. I go, “Ah, why aren’t people getting more militant?” You know, like I am, I’m not— I’ve— in January I had surgery. I had, you know, very serious problems and I’m just trying to— and I go, “Ay,” you know, “Obama’s gonna be coming this week, you know, why aren’t people organizing a big demonstration on immigration?” You know, I’m sitting back here ‘cause I know some of the people that are working on the issues and this is where you can get, you know, national, you know, priority. This is where you can get media, this is where you can— I go, “Why aren’t people doing that kind of thing?” ",
,SL,"  Anyway, with immigration it's become so complicated and the reason it became a priority is because I worked as a counselor and I saw hundreds and hundreds of kids that, they’re not supposed to have a future? Um, kids, you know, depressed, even talk about suicide because, I mean, it’s— can you imagine you not being able to drive? Can you imagine— I mean, it's like, so, you know, where are our priorities in terms of, uh, you know, us as political, you know, people? So, my, my, commitment so to speak— my energies, I’ve never really stopped. I’ve just kind of moved from one space, you know, to the other, like when I walked in that she had the t-shirt, I was gonna wear it and tell you about this conference, you know, that I did for 19 years, 19 years, you know? A whole— yeah, and this last year they recognized the founder which was me and probably because, I didn’t leave in, how should I say? Good terms. ‘Cause I always, I always push the envelope, you know, I always go that extra, that extra step. I mean, we have this conference every year, okay? This conference brings in 800, about eight, nine hundred people a year and we bring these young women, you know, from thirteen to eighteen and they bring their mothers, okay? And we have workshops for their mothers, you know, violence in the family, or, you know— and then we have workshops for the young girls. You know, why is it important to go to college? You know, do you want to be an attorney, do you— asp— high risk girls, high risk girls. And, so, we have a big platform, you know, you have a day to influence people and to me it's always about politics because as far as i'm concerned, everything is political. Who you sleep with, you know, is political. I mean, I don’t, I don’t, I don’t— there’s no question. And, so, I always— if we’re gonna have, you know, people a whole day paying attention, let’s do the— so I’ve always been at odds with people no matter where I work. I mean, we had this event, right? I mean, did we bang heads? Yeah, we banged a lot of heads because, you know, you wanna— I feel that, I feel I always wanna— [phone rings].",
, [TAPE CUTS],,
,SL,"  So, I, I, uh, I’m trying to mellow down in my old age. ",
,MC,  Please don’t. ,
,SL,"  And, I’m trying to, um, you know, Rita was talking earlier about her genealogy and I really wanna, you know, look into that because when I went to law school I found out that we had a right to be here in the US because my grandfather was born and raised in San Bernardino. My great grandparents are founders of San Bernardino. You know, it’s a history I didn’t know. If you have a US— if— my mother didn’t have to immigrate. She had the right to citizenship because her father— but because you’re poor and because you're not educated you don’t know, you don’t know, you know? And she had the right to— I go,  when I finished my immigration class I go, “Mom, you know that you can be a US citizen, like, you’re already a US citizen, because of your dad.” I mean, and we didn’t know about it, just small— you know? Yeah, her, her, father was— my great grandmother was born in San Bernardino and she was raised at what is called— what is now Saint Bernadette? It was a different, it was a different, uh, by a different name; the mission, the mission there. ",
,SL,"  And, so, when they came, when my great grandfather came, you know, at that time you could just get a piece of land and that became their land and she was left widowed with seven boys. So, in order to make it, she, uh, she opened a restaurant, a bar. At that time, no. Before she opened the bar — no, she— it was told to us that, I guess, prohibition, she used to make, uh, she used to make it in the cellar and that’s one of the ways that she survived. And then later on she opened a bar when it became, uh— but, you know, she was left by herself with seven boys and my grandfather was the oldest. And when the war broke out, he was supposed to go but she ended up, because they were in the cattle business also, he would go to Mexico, buy cattle, and bring it in. So, he did that and that’s how he met my grandmother and brought her to this side. ",
,SL,"  So, some of the kids were born here and some of the kids were— but, see, all that history, uh, my, my great grandmother ended up dying. You know, there was problemSL","  who took the property, because there was a lot of property. People stopped talking to the family and my mother was in Mexico and they became— my grandmother died and my grandfather came back to San Bernardino, and my grandmother's family didn’t want the kids, you know, to be brought here, but some of the kids did end up coming here, some of the kids that were born on this side and a lot of—so, you know, I started saying, “Hey, you know what? I have a history. I have a history in the Southwest that I never knew about because in school it wasn't covered.” You know, nobody told me. And I st— you know, it became part of my growing process. So, I have a lot of relatives in San Bernardino. You know, my great grandparents, um, I talked to a cousin of mine and I’m gonna— I called one time and the recorder’s office and I was asking something and they go, “Oh, yeah. You have a big family here. They’re part of the founders,” of San Bernardino. And I’m like— so, that’s one of the areas that I wanna research, that, uh, my great grandmother, my great grandmother and my grandfather."
,SL,"  So, that’s why to me the whole, you know, immigration is so— because we had a right to be here, but yet we had— and just because we didn’t have education, just because we were poor, we didn’t have the knowledge, you know? And I decided I was gonna educate myself so I, I just let people know, you know? Just if, uh, just like something really simple, uh, people think that because they’ve been arrested a couple of times that that completely bars them but that’s not true. It depends on the situation, it depends on the cases, and, you know, if you haven’t been, uh, advised that it could hurt your— you know, you have to wipe it out, you have to go through a process. Me entiendes? It’s very, very complicated but if you know the law, you know? That’s why [the] immigration issue is so important. I think it’s top priority in our community. And after that I think the economics and everything because it goes hand in hand. What I want to do in the future, Maria, is I want to write, because I've started writing a couple of times. I’ve started an anthology a couple of times and I haven’t completed it and I plan to complete it. That was the reason I started the oral history project. ",
,MC,"  And do you want to say a little bit about the oral history project to finish up? I think it’s a really good way to end this interview, to talk about why, you know, you’re doing it and what it entails and why it’s important to this community and to the nation. ",
,SL,"  Well, you know, I, um, I’ve always had, I guess, that historical, uh, what is it? Uh, focus, um, because all throughout the movement I would always take pictures. I would always take pictures and I would always, I would always save everything, you know? Uh, to the point that, um, my mother used to get really upset and she’d throw a lot of my stuff away. But a lot of my stuff I was able to save. Uh, I was able to save, um, some of the film of, you know, the takeover of Chicano Park and some of the activities that we have here that we were able to put online, and then I was able to— I had some music from back in the day that I was able to save and I turned it into the archive. It had a song on the chicana"," “Chicanita,” it’s not out there because people haven’t heard it but it’s one of the songs from the movement and I was able to turn it into the archives. Um, like I told you I had this ambition to do an anthology and I did get a lot of stuff from people and I turned it back. Some of the stuff I have, I'm still trying to locate some of the owners and throughout the years I’ve been able to give some back. I have some artwork from Yolanda, I know she's okay now. Uh, I haven’t seen her or talked to her. You know, there’s been a lot of people in my life that I’ve done things with and I like to share some of those histories and some of those stories and some of those pictures. "
,SL,"  I had put an album of the teatro together; a picture. And I had them come over to the house and they took copies of the pictures, you know, and I still have the album. So, in San Diego, I feel that I’ve been fortunate enough to be— come into being who I was as a chicana. You know, I became a chicana. I was not a chicana. I was not a mexicana. But when I came here I was a mexicana because that’s what I grew up with. But I became a chicana when I came to San Diego State and I got politically involved and I developed consciousness and I was very careful. Uh, at that time we were very careful to not say we were feminist because it was— we would be ostracized if we would say we were a chicana feminist. So, we were just, you know, chicanas. Because, you know, we were going through so many struggles in the Chicano Movement at that time. And, so, I’ve always had the focus to document who we are— who we were, who we are, and maybe where we’re going. And, so, I always took pictures, you know, saved stuff, and I’ve been— I feel I’ve been fortunate enough to go do a lot of politics when I was young and even now that I have a good grasp of things, the politics of, you know, how we came to be chicanas, you know, what chicana feminism is all about. And there’s different perspectives in San Diego and there’s different leaders. Some of us have come from the universities, but a lot of them have come from the community. And I feel that we need to tell the story of San Diego, uh, and it’s always been some of my passions. And I’m going, you know, “Why not?” You know, I don’t have— you know, do it on my own. I don’t have to do a deadline, I don’t have to deal with the university, I don’t have to give them back their camera or whatever. So, but I am soliciting, you know, uh, help from different people. Um, one of the women that was at the event, um, Fredi Avalos, uh, is a— she teaches in a communications department— she teaching in the communications department and in the English department? Both? ",
,Rita, I don’t think she teaches in the English department. ,
,SL,"  Just in communications? Just in the communications. Anyway, I met her, uh, she’s at Cal State San Marcos and I met her, I don’t know, in, in ’09 or 10, someplace because I was doing the thing with immigration and I connected with her. And, you know, we started talking or what have you and of course, being who I was, at one of the fundraisers I got up to speak, you know, what we’re doing, and, so I connected with her. And then when I started doing the project I thought, “Oh, where can I get help? I need help. I need resources.” So, I just started tapping into different people and that’s how I’ve been doing the project. Uh, totally on a volunteer basis; not a penny to my name, but were into quite a bit we’re into it. We already have quite a few interviews, uh, but I’m also part of the Chicana Chicano Archives that ties into what I’m doing so I’m working with the archives on the project. So, I’m just, uh, I’m just following what I think is something that needs to be told. ",
,Sl," You know, we have a story in San Diego that is unique and it’s different than all the other— there’s a lot of similarities but there’s a lot of uniqueness also. You know, we’re on the border, you have the influence of the mexicana, the influence of the, uh, the Latinas, that, you know, have made it and there’s that struggle that I feel, you know, still exists; is that whatever struggles, you know, it is about chicanismo because it’s about liberation of our people. It’s about educating our people. It’s about pulling our people out of poverty. I mean, we— I, I, I still hear the statistics on the news and we make, what, 70, 80 percent of the inmates in the prison system? You know, the drug abuse, the addiction, the poverty, and, I mean, what is it that people— and we have changed our community. Here in San Diego we have changed our— I, I, I started working at Sweetwater District, a South Bay— it’s the second-largest school district in the nation next to LA. That’s where I went to work with and I went in there and I went there as a, as a chicana making changes and I know that I did because I got involved in electing the people that make the decisions. I got involved in organizing conferences so young women— you know, I’ve had young women come and say, “I remember you.” You know, it made a difference that I went to that conference because after that conference I wanted to keep going every year, you know? And it changed my life and I think if you, if you change one life— I mean, my family, because of me, I brought everybody to college. I brought, you know, all of my brothers and my sisters, you know? ",
,SL," I went back, when I went back home I, I kicked my dad out of the house, you know, against my mother’s wishes because he was so abusive, you know? And nobody in the family thought that I could do that. And I said, “Why not?” You know, I legally had to get a restraining order against my own father. You know, so, I went into a district, mostly, you know, mexicano, majority a lot of low-income, you know? When I went in there was no— hardly any Latino teachers, counselors, administrators. That was, you know, 28 years ago or whatever. By the time I left it was different, but within our own people, as you know, there’s a lot of contradictions, you know? Once we get into a position of power we screw ourselves sometimes, and that’s what happened. So, I mean, we have, we have made a difference, you know? I feel that in my lifetime I have made a difference in my family’s life and in whatever community that I have lived. Because in whatever community, whether I was in Sacramento or I went back to Imperial Valley or when I was in San Diego, I stayed in the politics of what I felt. You know, like right now for me it’s immigration. You know, I, uh, I’ve been sick, but, you know, I, I, like I said I connected with Fredi because of being involved in the immigration issue, and, so, I’m hoping with the— once the immigration reform is passed I feel I have the tools to help out, but right now one of the things I’m focusing on— because I’m getting old and my health has suffered— that I want to do the oral history project. ",
,SL," It’s called the Chicano Oral History Project and what I want to do is tell the story of chicanas in San Diego. It’s a local mosaic, you know, because there’s been some beautiful women that have done beautiful things in San Diego and I don’t think they’ve been given the, the, the credit, the recognition, like, you know, when people talk about Chicano Park it’s all about the men. And there was some very strong, very, you know, uh, good women that were the key players of the takeover of the park. And when you talk to the men, you know, you talk about the history or whatever and they say— and I go, “Were there some women?” “Yes!”  The women— there was these women, they were very strong and they contributed. They were one of the key players, but in the history book— and nobody talks about them. They were, you know, they were key, you know? Their story needs to be told. ",
,SL," Uh, you know, Rachel Ortiz, uh, she took over the Barrio Station. The Barrio Station was part of the extension— one of the programs that was started by the, you know, Chicano Studies Department at San Diego State. Arturo Caceres was the first director and then, uh, Rachel Ortiz took over it and she’s been able to work with it for all these years and expand it, you know? She has a beautiful story. You know, she was, uh, she did prison time. She was, uh, a drug abuser and she was able to come out of that, became politicized, and has been giving back to the community. Those are the stories because a lot of us, you know, come from families that, like a lot of the chicano families, you know, there’s been a lot of pain, there’s been a lot of sorrow, but in spite of that, you know, these women have been able to come forth, make tremendous contributions to the community that have changed the community and there’s no recognition, there’s no stories. And for whatever reason, you know, I feel, hey, it’s something I’ve always wanted to do and I’m doing it.",
